task,seed,outer_fold,control_prior,control_display,lambda_fc,lambda_l,fp_r_matched,fp_r_control,fp_delta_r,fp_rmse_matched,fp_rmse_control,fp_mae_matched,fp_mae_control,fused_r_matched,fused_r_control,fused_delta_r,fused_rmse_matched,fused_rmse_control,fused_mae_matched,fused_mae_control,w_fp,w_sc
working_memory,4,2,shuffled,Shuffled,1.0,0.5,0.20663547558865408,0.1928873480514,-0.013748127537254073,10.688593161211806,10.765176628931924,8.793691959658279,8.838624894294329,0.17663771498353864,0.16861528860246117,-0.008022426381077474,10.752006931957798,10.803688016483195,8.890093895109151,8.955327043169264,0.85,0.15
working_memory,4,3,shuffled,Shuffled,0.1,5.0,0.24659450604486588,0.2122015267606083,-0.03439297928425758,12.066779989519349,12.407662037940435,9.852201684851584,10.026809899539517,0.27085053729523456,0.24235841466552938,-0.028492122629705185,11.812601994429544,11.971129532489016,9.640947904877113,9.690766138717626,0.7,0.3
working_memory,4,4,shuffled,Shuffled,0.1,5.0,0.4253855077153869,0.4315017608836222,0.006116253168235275,10.68491805600883,10.66211983088053,8.826361095435866,8.872180157033226,0.4384228163089456,0.44380630809192145,0.005383491782975869,10.595564186870265,10.558362723404747,8.74299767294051,8.73644141659234,0.9,0.1
working_memory,5,0,shuffled,Shuffled,0.1,5.0,0.29126796001756844,0.2681687992411889,-0.023099160776379524,11.637063524949564,11.861869195816936,8.900102968743829,9.009875587837778,0.11182886866866688,0.10525579720430507,-0.006573071464361813,12.311934161356689,12.368118722425603,9.722219913293744,9.716824983921772,0.55,0.45
working_memory,5,1,shuffled,Shuffled,0.1,2.0,0.330377482686554,0.29542754200031923,-0.03494994068623475,11.520119747978944,11.799974983036488,9.403259536123597,9.57282508296967,0.25683637253132247,0.2388702501232675,-0.017966122408054952,11.73242041280978,11.827632778995843,9.731316652222509,9.825135369622117,0.55,0.45
working_memory,5,2,shuffled,Shuffled,0.01,0.1,0.04431274227172925,0.0706903439014911,0.026377601629761854,14.350958713111822,13.954905491978566,11.364997383141041,10.98490998184891,0.0744556307015514,0.09992808983725855,0.025472459135707157,12.270416884324957,11.952107022292044,9.7026096064407,9.601802251498395,0.65,0.35
working_memory,5,3,shuffled,Shuffled,0.1,5.0,0.3756893049993886,0.3719416123699274,-0.0037476926294611745,10.996819841408406,11.052909216563531,9.07728976610516,9.056629969800882,0.2545129208784884,0.25642902141051244,0.001916100532024012,11.42562604739223,11.414962022396345,9.333197015831187,9.357630336699865,0.45,0.55
working_memory,5,4,shuffled,Shuffled,0.1,5.0,0.21349991641541446,0.20884529878523433,-0.00465461763018013,11.381245231059392,11.544763375201793,9.41563059991537,9.546640001210022,0.22572836622617864,0.22025820307054705,-0.005470163155631591,11.259386157736733,11.398743572759477,9.315922469528784,9.461882438439567,0.95,0.05
working_memory,6,0,shuffled,Shuffled,0.1,1.0,0.22269942860232034,0.20217423366655962,-0.020525194935760716,11.880118642382588,12.124452796645082,9.725612640160051,9.88360836965275,0.23425617450787545,0.21522002637629228,-0.019036148131583164,11.660292911094047,11.832272087186652,9.608889084017465,9.682704917271991,0.85,0.15
working_memory,6,1,shuffled,Shuffled,0.1,0.03,0.18426783143265946,0.17351080958141513,-0.01075702185124433,11.159017237192092,11.39196800939535,9.072515145146694,9.202179033091065,0.23827316706904345,0.227886922809453,-0.01038624425959045,10.413743485575019,10.526860549876908,8.471377216082377,8.467310922778992,0.7,0.3
