edge_index,roi_i_0based,roi_j_0based,roi_i_1based,roi_j_1based,mean_signed_coef,mean_abs_coef,median_abs_coef,rank_mean_abs,roi_i_name,roi_j_name,top10_frequency,top20_frequency,top50_frequency,sign_consistency
2306,22,30,23,31,-0.034263826871762375,0.036510210469005384,0.012988187737645422,81,Frontal_Sup_Medial_L,Cingulum_Ant_L,0.02,0.1,0.14,0.82
6616,105,107,106,108,-0.0364490041334626,0.0364490041334626,0.021445174962039515,82,Cerebelum_9_R,Cerebelum_10_R,0.0,0.0,0.16,1.0
2367,22,91,23,92,-0.03641656476992229,0.03641656476992229,0.021716444562916354,83,Frontal_Sup_Medial_L,Cerebelum_Crus1_R,0.0,0.02,0.14,1.0
5850,75,76,76,77,-0.036266489972921756,0.036266489972921756,0.02599374048162833,84,Pallidum_R,Thalamus_L,0.0,0.02,0.08,1.0
3083,30,99,31,100,0.03623247326046123,0.03623247326046123,0.017912742167535845,85,Cingulum_Ant_L,Cerebelum_6_R,0.02,0.06,0.12,1.0
5526,67,100,68,101,-0.03563730711461822,0.03616101697588214,0.020395446104232853,86,Precuneus_R,Cerebelum_7b_L,0.0,0.02,0.08,0.92
5503,67,77,68,78,0.03600865137274465,0.03602120603250274,0.022894200331139453,87,Precuneus_R,Thalamus_R,0.0,0.0,0.06,0.96
5954,77,103,78,104,0.03595657674785935,0.03595657674785935,0.016753943477109873,88,Thalamus_R,Cerebelum_8_R,0.0,0.02,0.08,1.0
290,2,64,3,65,0.035790145903861814,0.035790145903861814,0.039687283103904375,89,Frontal_Sup_L,Angular_L,0.48,0.52,0.54,1.0
5722,71,114,72,115,0.035706849905968945,0.035706849905968945,0.025866249239053854,90,Caudate_R,Vermis_9,0.0,0.0,0.02,1.0
6456,94,112,95,113,0.03568386247357771,0.03568386247357771,0.021879200351370757,91,Cerebelum_3_L,Vermis_7,0.0,0.0,0.06,1.0
5714,71,106,72,107,0.0355375767940368,0.0355375767940368,0.02048028416456963,92,Caudate_R,Cerebelum_10_L,0.0,0.04,0.18,1.0
5741,72,90,73,91,0.03528021787735219,0.03528021787735219,0.02372653597264094,93,Putamen_L,Cerebelum_Crus1_L,0.0,0.02,0.12,1.0
5528,67,102,68,103,0.0351557641548572,0.0352343466036997,0.024154457547779173,94,Precuneus_R,Cerebelum_8_L,0.0,0.0,0.16,0.98
2380,22,104,23,105,-0.03514132541893924,0.03514132541893924,0.022585807790281548,95,Frontal_Sup_Medial_L,Cerebelum_9_L,0.0,0.0,0.1,1.0
3417,34,103,35,104,0.035108209265313814,0.035108209265313814,0.021462735451234692,96,Cingulum_Post_L,Cerebelum_8_R,0.0,0.0,0.06,1.0
6575,101,112,102,113,0.03500118714959379,0.03500118714959379,0.027632696448235516,97,Cerebelum_7b_R,Vermis_7,0.0,0.0,0.04,1.0
2474,23,106,24,107,-0.03371662782339806,0.034961542502617265,0.01991361896207003,98,Frontal_Sup_Medial_R,Cerebelum_10_L,0.02,0.06,0.12,0.98
1392,12,91,13,92,-0.03496059875581415,0.03496059875581415,0.019159311474555494,99,Frontal_Inf_Tri_L,Cerebelum_Crus1_R,0.0,0.0,0.04,1.0
1407,12,106,13,107,-0.03495572674722792,0.03495572674722792,0.018546799902975517,100,Frontal_Inf_Tri_L,Cerebelum_10_L,0.0,0.0,0.06,1.0
1209,10,115,11,116,-0.03493632112794104,0.03493632112794104,0.021473538717777328,101,Frontal_Inf_Oper_L,Vermis_10,0.0,0.0,0.08,1.0
5451,66,73,67,74,0.03490584327825321,0.03490584327825321,0.02338934248764442,102,Precuneus_L,Putamen_R,0.0,0.0,0.04,1.0
2450,23,82,24,83,0.03489596262625217,0.03489596262625217,0.027979177926801865,103,Frontal_Sup_Medial_R,Temporal_Pole_Sup_L,0.0,0.0,0.04,1.0
1160,10,66,11,67,0.03484489435595667,0.03484489435595667,0.02608311620420877,104,Frontal_Inf_Oper_L,Precuneus_L,0.0,0.02,0.22,1.0
3182,31,114,32,115,0.034801141077793744,0.034801141077793744,0.016069743609199223,105,Cingulum_Ant_R,Vermis_9,0.0,0.0,0.04,1.0
5445,66,67,67,68,0.03435329290387736,0.03477363857746484,0.011438746646114158,106,Precuneus_L,Precuneus_R,0.08,0.12,0.18,0.9
3107,31,39,32,40,-0.034603521640666685,0.034603521640666685,0.018334152230078636,107,Cingulum_Ant_R,ParaHippocampal_R,0.0,0.02,0.06,1.0
1488,13,85,14,86,0.03458241097623986,0.03458241097623986,0.021128703242357588,108,Frontal_Inf_Tri_R,Temporal_Mid_R,0.0,0.0,0.02,1.0
3886,40,107,41,108,-0.034504208187761606,0.034504208187761606,0.0244105891184472,109,Amygdala_L,Cerebelum_10_R,0.0,0.0,0.06,1.0
3173,31,105,32,106,0.03440166993143319,0.03440166993143319,0.019344991120216086,110,Cingulum_Ant_R,Cerebelum_9_R,0.02,0.06,0.1,1.0
5911,76,98,77,99,-0.034372682893016704,0.034372682893016704,0.02150209418751669,111,Thalamus_L,Cerebelum_6_L,0.0,0.0,0.0,1.0
3419,34,105,35,106,0.03427929057957417,0.03427929057957417,0.01947068695033725,112,Cingulum_Post_L,Cerebelum_9_R,0.0,0.0,0.08,1.0
5889,75,115,76,116,-0.033959586520212325,0.033959586520212325,0.016262945232103906,113,Pallidum_R,Vermis_10,0.0,0.0,0.08,1.0
1313,11,115,12,116,-0.03387276825624142,0.03387276825624142,0.024188545505321218,114,Frontal_Inf_Oper_R,Vermis_10,0.0,0.0,0.08,1.0
5149,60,80,61,81,-0.033851244237256516,0.03385471227990301,0.023202295946241024,115,Parietal_Inf_L,Temporal_Sup_L,0.0,0.0,0.04,0.98
1330,12,29,13,30,-0.03367483027716796,0.03367483027716796,0.02055379660404657,116,Frontal_Inf_Tri_L,Insula_R,0.0,0.02,0.02,1.0
3340,33,107,34,108,0.03365824621176051,0.03365824621176051,0.01921122682852345,117,Cingulum_Mid_R,Cerebelum_10_R,0.0,0.0,0.06,1.0
5682,71,74,72,75,0.033628827824097304,0.033628827824097304,0.01875670973955545,118,Caudate_R,Pallidum_L,0.0,0.0,0.02,1.0
6162,83,104,84,105,0.033599725783221346,0.033599725783221346,0.023147542193074515,119,Temporal_Pole_Sup_R,Cerebelum_9_L,0.0,0.0,0.0,1.0
619,5,60,6,61,-0.033513409312707514,0.033513409312707514,0.025724288250985144,120,Frontal_Sup_Orb_R,Parietal_Inf_L,0.0,0.0,0.0,1.0
