target,model,regime,seed,fold,abstained,top10,top5,bottom10,bottom5,random10_mean,random5_mean,top10_minus_random10
FI,B0,A,7373,3,0,-0.03372081343554534,-0.05567183526952757,0.07791432953570787,0.07682603787943432,-0.014073928333096121,-0.010031864584953656,-0.01964688510244922
FI,B0,A,7373,4,0,0.027685994704053307,0.0700362467151372,0.0702316009189694,0.13088282799450646,0.03088404389689879,0.014459954164062988,-0.003198049192845484
FI,B0,A,7474,0,1,,,,,,,
FI,B0,A,7474,1,0,-0.20976767960425668,-0.028701501646833272,0.06561050869154705,-0.019382901709115608,-0.03600437936606242,-0.029177764617664474,-0.17376330023819425
FI,B0,A,7474,2,0,0.10136398102418198,0.004170626010014722,-0.052954081714702284,-0.03600185630492092,0.019784680080949472,0.0028377765112421027,0.08157930094323251
FI,B0,A,7474,3,0,0.13589056768537766,0.17019941301261632,0.15732420525461777,0.08224929927203117,0.04656254915113453,0.030176153666816398,0.08932801853424313
FI,B0,A,7474,4,1,,,,,,,
FI,B0,A,7575,0,0,0.012482673340667994,0.017034930488074806,0.11573554317314905,0.04043702229425694,0.036163091231148886,0.012189608034246202,-0.023680417890480893
FI,B0,A,7575,1,0,0.07181591333276227,0.1320793770823938,0.015783159691900472,0.02350756652026842,0.02803951380294251,0.010293059493122288,0.043776399529819765
FI,B0,A,7575,2,0,0.09223447765675274,0.11893123740001776,0.012267540403700039,0.018721143939766982,0.05697790413672218,0.029246704829405407,0.03525657352003057
FI,B0,A,7575,3,0,0.08992948257067557,0.01635455350062376,0.005950553338309739,0.014735752738805452,0.018200856670785102,0.008755955557072896,0.07172862589989046
FI,B0,A,7575,4,1,,,,,,,
FI,B0,B,7171,0,0,0.11333687584534413,0.08426461069146285,0.0932013005734369,0.06507175635575724,0.03802793147342808,0.012124385777647895,0.07530894437191604
FI,B0,B,7171,1,0,0.028982479518042226,0.022326677497079395,0.1318756450825438,0.050298861864686906,0.021465142715654056,0.020670202245236455,0.007517336802388169
FI,B0,B,7171,2,0,-0.00950512562773742,-0.03361388752425842,0.011901548209104718,-0.0016542547531024354,0.008207802355838734,-0.00305080483869701,-0.017712927983576154
FI,B0,B,7171,3,0,0.041855226990492156,-0.021337576889427723,-0.006734501778371538,0.007280449379674536,0.015025595841460406,0.013807670782395674,0.026829631149031752
FI,B0,B,7171,4,0,0.17978031093180746,0.033394503144548615,0.14294010951826142,0.055836956315583386,0.07227169865192541,0.03286287658679119,0.10750861227988205
FI,B0,B,7272,0,0,0.07789436774657155,0.0695065886480597,-0.04487790000114167,-0.015611962248338607,0.013417360965592033,0.005652336856565796,0.0644770067809795
FI,B0,B,7272,1,0,-0.048733765046994115,-0.10192350771857317,-0.02029480382438109,-0.0035757099218480803,-0.004381776416326302,-0.003928614181896109,-0.04435198863066781
FI,B0,B,7272,2,1,,,,,,,
FI,B0,B,7272,3,0,0.08490805768514775,-0.0001279716553987953,-0.1669561280299341,-0.1535786859154742,-0.0052729692579300295,0.001533495690472444,0.09018102694307778
FI,B0,B,7272,4,0,0.11992357226644756,0.1337781457212195,0.07306686621241454,0.07275879088583093,0.056114752080508,0.02373160371726,0.06380882018593956
FI,B0,B,7373,0,0,0.042388771517996915,-0.018193304268286248,-0.02080639172745169,0.012134421505796134,0.03784688095082417,0.010339339811519199,0.004541890567172746
FI,B0,B,7373,1,0,-0.025216160132389476,0.008665452324609468,0.004797557757528992,0.04344461160321078,0.05493284296718535,0.022854887205671616,-0.08014900309957482
FI,B0,B,7373,2,0,0.1529788788873283,0.0439299754265452,0.05398727881170995,0.01858488810105907,0.03453389038607619,0.02483990216234785,0.11844498850125212
FI,B0,B,7373,3,0,-0.05194993669843573,-0.08476097791495718,0.03126725927663632,0.013764431836078117,-0.00970010938642627,-0.009471022693640663,-0.04224982731200946
FI,B0,B,7373,4,0,0.17287740869017032,0.07068271900305412,0.031466224400002574,0.04267742468955671,0.05657298929398308,0.022763360313507147,0.11630441939618724
