edge_index,roi_i_0based,roi_j_0based,roi_i_1based,roi_j_1based,mean_signed_coef,mean_abs_coef,median_abs_coef,rank_mean_abs,roi_i_name,roi_j_name,top10_frequency,top20_frequency,top50_frequency,sign_consistency
6191,84,102,85,103,0.08502841318597328,0.08502841318597328,0.061173036614866276,145,Temporal_Mid_L,Cerebelum_8_L,0.0,0.02,0.04,1.0
3143,31,75,32,76,-0.08492706274296614,0.08492706274296614,0.07033806154014412,146,Cingulum_Ant_R,Pallidum_R,0.0,0.0,0.02,1.0
5306,63,78,64,79,0.08463246530210576,0.08463246530210576,0.0836165172169899,147,SupraMarginal_R,Heschl_L,0.0,0.0,0.02,1.0
5364,64,85,65,86,0.0825982803770936,0.08422231107495255,0.05291600238183254,148,Angular_L,Temporal_Mid_R,0.02,0.04,0.26,0.96
5365,64,86,65,87,-0.0788880584817115,0.08399180557172096,0.07045719294207642,149,Angular_L,Temporal_Pole_Mid_L,0.0,0.02,0.08,0.94
969,8,86,9,87,-0.0837326056440406,0.0837326056440406,0.06595599995166522,150,Frontal_Mid_Orb_L,Temporal_Pole_Mid_L,0.0,0.0,0.02,1.0
2621,25,72,26,73,0.08370524457643884,0.08370524457643884,0.0873815572842963,151,Frontal_Med_Orb_R,Putamen_L,0.0,0.0,0.0,1.0
6247,86,99,87,100,0.08369018033437312,0.08369018033437312,0.07375706271579272,152,Temporal_Pole_Mid_L,Cerebelum_6_R,0.0,0.0,0.1,1.0
1077,9,88,10,89,-0.08347017810203497,0.08347017810203497,0.07764772987682736,153,Frontal_Mid_Orb_R,Temporal_Inf_L,0.0,0.0,0.0,1.0
1286,11,88,12,89,0.08257062188449436,0.0834219098133943,0.0473130503369658,154,Frontal_Inf_Oper_R,Temporal_Inf_L,0.02,0.02,0.06,0.96
6403,92,102,93,103,0.08340103237708493,0.08340103237708493,0.07245245447769727,155,Cerebelum_Crus2_L,Cerebelum_8_L,0.0,0.0,0.0,1.0
6550,100,101,101,102,0.08327288654243713,0.08328563759581618,0.07445242523471275,156,Cerebelum_7b_L,Cerebelum_7b_R,0.0,0.0,0.06,0.98
5382,64,103,65,104,0.08234061127657412,0.08308648893487915,0.07255537793505731,157,Angular_L,Cerebelum_8_R,0.0,0.02,0.18,0.98
959,8,76,9,77,0.08307976523500274,0.08307976523500274,0.08181488268003796,158,Frontal_Mid_Orb_L,Thalamus_L,0.0,0.0,0.04,1.0
6569,101,106,102,107,0.0816902855810301,0.08295962793635912,0.05193524099085777,159,Cerebelum_7b_R,Cerebelum_10_L,0.0,0.02,0.06,0.88
3255,32,104,33,105,0.08288514129321958,0.08288514129321958,0.08262441165515444,160,Cingulum_Mid_L,Cerebelum_9_L,0.0,0.0,0.0,1.0
5943,77,92,78,93,-0.08122002063271251,0.08277224605601897,0.06940449435943344,161,Thalamus_R,Cerebelum_Crus2_L,0.0,0.0,0.04,0.84
6425,93,102,94,103,0.08265260195306136,0.08265260195306136,0.08216339490292646,162,Cerebelum_Crus2_R,Cerebelum_8_L,0.0,0.0,0.0,1.0
3044,30,60,31,61,-0.0825110814954802,0.0825110814954802,0.05948693148790639,163,Cingulum_Ant_L,Parietal_Inf_L,0.0,0.04,0.2,1.0
2959,29,60,30,61,-0.07976783271411647,0.08249052827235369,0.05576563744613987,164,Insula_R,Parietal_Inf_L,0.0,0.0,0.06,0.86
2623,25,74,26,75,0.08248952514570934,0.08248952514570934,0.08062725588213097,165,Frontal_Med_Orb_R,Pallidum_L,0.0,0.0,0.04,1.0
5143,60,74,61,75,-0.08229775371332267,0.08230496354614973,0.08894062167778397,166,Parietal_Inf_L,Pallidum_L,0.0,0.0,0.04,0.98
1431,13,28,14,29,-0.0817624929821152,0.0817624929821152,0.07727316503630309,167,Frontal_Inf_Tri_R,Insula_L,0.0,0.0,0.08,1.0
6404,92,103,93,104,0.08150675272252383,0.08150675272252383,0.07692983913048401,168,Cerebelum_Crus2_L,Cerebelum_8_R,0.0,0.0,0.04,1.0
