target,condition,condition_display,seed,fp_pearson,fp_rmse,fp_mae,sc_pearson,sc_rmse,sc_mae,fused_pearson,fused_rmse,fused_mae,equal_weight_pearson,equal_weight_rmse,equal_weight_mae
fluid_intelligence,R2,Network penalty only,7,0.2070104173650968,4.99542266657731,4.170464744891032,0.35389476869857084,4.6514411123257275,3.824191022591151,0.37005631159976726,4.552217133147704,3.77756895186373,0.35135578441150184,4.593510620582234,3.841553562423596
fluid_intelligence,R2,Network penalty only,8,0.18099476003367315,5.032028333287194,4.1570157875252,0.35144853024421724,4.686512143145173,3.872732756020117,0.3431534314645789,4.642636173939161,3.8537144373899914,0.34642637115830227,4.631200675508214,3.8684633301435283
fluid_intelligence,R2,Network penalty only,9,0.22296095562175103,4.980231881200282,4.122361995290606,0.40172957265307047,4.55476751260316,3.7428414226453435,0.4182007531995667,4.491306689114594,3.7460923090533926,0.41138977881841965,4.510137795806813,3.7752708681552556
fluid_intelligence,R3,Full PALF,0,0.21692381117798248,4.989384130317566,4.156213262243366,0.3620121335899672,4.62154437281057,3.7770702322919605,0.3723431448993256,4.54174907823141,3.769603864018346,0.36397088652429593,4.568207357186958,3.8209280863232484
fluid_intelligence,R3,Full PALF,1,0.24434022958064866,5.011944066946413,4.210054163760502,0.33607779628559686,4.695048806141758,3.852693233049821,0.3438194451306792,4.645030622670528,3.849290010725935,0.35936208153849597,4.599882062352094,3.857243552314184
fluid_intelligence,R3,Full PALF,2,0.24447127652042872,4.917999905465775,4.132785062180753,0.3784823211357158,4.5928199499156435,3.7646894666522974,0.3964566940372961,4.5158433336066635,3.7301554072724734,0.3959699313472742,4.522863262724081,3.8127719253388763
fluid_intelligence,R3,Full PALF,3,0.20957890839287185,4.91158910914437,4.105438005738552,0.32760127202350914,4.708466792905002,3.834383491416591,0.34393099340023653,4.629744166256099,3.7912634211175087,0.34384525962214946,4.611669276338616,3.8523631709302704
fluid_intelligence,R3,Full PALF,4,0.23770049404420387,4.857990247123588,4.0723746335987245,0.35088912639939845,4.643919353523344,3.826758546751492,0.35869657363698826,4.5819904762981,3.8044520137347524,0.3716186634342876,4.541615813061211,3.8344514340932405
fluid_intelligence,R3,Full PALF,5,0.22938938251564517,4.942120875412781,4.058487484678517,0.34703719162647617,4.662324024688283,3.8109217376321993,0.3605802366582141,4.580055606409138,3.7959931399212294,0.3596423408229661,4.5752142015542665,3.822730453335737
fluid_intelligence,R3,Full PALF,6,0.2131530680197724,4.974492298202274,4.162312878398798,0.3621919414565111,4.612943940034265,3.7957606329021303,0.3789107695634521,4.532700202424433,3.759108993181697,0.36834434806806204,4.545207852527228,3.815536511264642
fluid_intelligence,R3,Full PALF,7,0.20557415088228223,5.117102114546084,4.240220070589399,0.35389476869857084,4.6514411123257275,3.824191022591151,0.37535963206509604,4.544622998134827,3.774394353936146,0.34827171552996206,4.610570916633316,3.8481067814221483
fluid_intelligence,R3,Full PALF,8,0.1960446453226305,5.03128744218095,4.128482854851356,0.35144853024421724,4.686512143145173,3.872732756020117,0.3441559758794248,4.646597514711924,3.849254104858099,0.35228363501605864,4.62384517537594,3.843821621957006
fluid_intelligence,R3,Full PALF,9,0.24139234733908355,4.912289191839166,4.069090377222031,0.40172957265307047,4.55476751260316,3.7428414226453435,0.4260603793225286,4.4609989263849785,3.705810132726871,0.4145086932394258,4.494220279014595,3.753707220816574
