kernel,mult,lam,w,pearson,rmse,mae,delta_r,selected
P1_rbf,1.0,3.0,0.5,0.267539227883808,4.790978969028542,4.122207153008537,-0.011898076790448076,False
P1_rbf,1.0,3.0,0.6,0.25959203101199546,4.805151549949073,4.135039885765815,-0.019845273662260632,False
P1_rbf,1.0,3.0,0.7,0.24752349699341744,4.82245081317556,4.1478726185230945,-0.03191380768083865,False
P1_rbf,1.0,3.0,0.8,0.22966579758002162,4.842843252081642,4.160972877339246,-0.049771507094234474,False
P1_rbf,1.0,3.0,0.9,0.20423671319858266,4.86628998048649,4.175287661853045,-0.07520059147567343,False
P1_rbf,1.0,3.0,1.0,0.17007191571803626,4.8927470888396805,4.190742837217346,-0.10936538895621983,False
P1_rbf,1.0,10.0,0.0,0.2794373046742561,4.767776962944518,4.077919438848646,0.0,False
P1_rbf,1.0,10.0,0.1,0.2773428960115358,4.7681137713980615,4.084546788007616,-0.002094408662720315,False
P1_rbf,1.0,10.0,0.2,0.2744713240648383,4.7726532660146335,4.096724773236815,-0.004965980609417775,False
P1_rbf,1.0,10.0,0.3,0.2704383271981119,4.781383476588903,4.10942619081228,-0.008998977476144199,False
P1_rbf,1.0,10.0,0.4,0.2646161768790463,4.7942815097559235,4.1235292263680465,-0.014821127795209776,False
P1_rbf,1.0,10.0,0.5,0.2559489666410924,4.811313846692047,4.139218767132313,-0.02348833803316369,False
P1_rbf,1.0,10.0,0.6,0.24262197516990333,4.832436772472727,4.155697058802045,-0.03681532950435276,False
P1_rbf,1.0,10.0,0.7,0.22152320514784735,4.857596924459208,4.172611156680254,-0.05791409952640875,False
P1_rbf,1.0,10.0,0.8,0.18765809386593932,4.886731944058055,4.191059661791186,-0.09177921080831677,False
P1_rbf,1.0,10.0,0.9,0.13477617669626263,4.919771213952148,4.211078854457947,-0.14466112797799346,False
P1_rbf,1.0,10.0,1.0,0.0605897730544186,4.956636661505451,4.236901607478826,-0.2188475316198375,False
P1_rbf,2.0,0.3,0.0,0.2794373046742561,4.767776962944518,4.077919438848646,0.0,False
P1_rbf,2.0,0.3,0.1,0.2815740825407822,4.762744680434536,4.078493778098147,0.0021367778665261072,False
P1_rbf,2.0,0.3,0.2,0.2833427879478072,4.759335625560606,4.081626240772595,0.0039054832735511136,False
P1_rbf,2.0,0.3,0.3,0.2846126786737168,4.757553287726072,4.085805189837738,0.0051753739994607195,False
P1_rbf,2.0,0.3,0.4,0.2852278345833487,4.757399495257449,4.0904874725053775,0.005790529909092623,True
P1_rbf,2.0,0.3,0.5,0.285007856867487,4.7588744060437635,4.095251193682828,0.005570552193230882,False
P1_rbf,2.0,0.3,0.6,0.2837520149229089,4.761976506727099,4.100356097808726,0.00431471024865282,False
P1_rbf,2.0,0.3,0.7,0.2812482398397567,4.766702620454014,4.105461001934623,0.0018109351655006267,False
P1_rbf,2.0,0.3,0.8,0.27728804586676414,4.773047923095406,4.111274950940854,-0.0021492588074919494,False
P1_rbf,2.0,0.3,0.9,0.2716874734865906,4.781005967742299,4.117850957952564,-0.007749831187665479,False
P1_rbf,2.0,0.3,1.0,0.2643123866627598,4.790568717188958,4.124561100793561,-0.015124918011496291,False
P1_rbf,2.0,1.0,0.0,0.2794373046742561,4.767776962944518,4.077919438848646,0.0,False
P1_rbf,2.0,1.0,0.1,0.27946243888194866,4.7652635191536055,4.081616189853783,2.513420769256758e-05,False
P1_rbf,2.0,1.0,0.2,0.27896933281940167,4.765784272370499,4.089606341780909,-0.00046797185485442094,False
P1_rbf,2.0,1.0,0.3,0.2776935101086528,4.769338228704047,4.098431071026514,-0.0017437945656033071,False
P1_rbf,2.0,1.0,0.4,0.2752459110664692,4.775918616767643,4.107988174315082,-0.00419139360778692,False
P1_rbf,2.0,1.0,0.5,0.27106062199485254,4.785512951962799,4.118324427636098,-0.008376682679403558,False
P1_rbf,2.0,1.0,0.6,0.2643345632520273,4.798103154166832,4.130173775424071,-0.015102741422228783,False
P1_rbf,2.0,1.0,0.7,0.25398208611976203,4.813665716255518,4.1421954897910584,-0.025455218554494063,False
P1_rbf,2.0,1.0,0.8,0.23866478558766707,4.832171919839758,4.154217204158047,-0.04077251908658902,False
P1_rbf,2.0,1.0,0.9,0.21700735903280036,4.853588093681622,4.167371278919977,-0.062429945641455736,False
P1_rbf,2.0,1.0,1.0,0.18811086919424896,4.8778759095096085,4.18179559028508,-0.09132643548000713,False
P1_rbf,2.0,3.0,0.0,0.2794373046742561,4.767776962944518,4.077919438848646,0.0,False
P1_rbf,2.0,3.0,0.1,0.27779752704793914,4.767481133987017,4.083971435308322,-0.0016397776263169517,False
P1_rbf,2.0,3.0,0.2,0.27542928851644183,4.771232753435631,4.095402027379606,-0.004008016157814265,False
P1_rbf,2.0,3.0,0.3,0.2719609713423966,4.779022289337947,4.107437125795782,-0.007476333331859486,False
P1_rbf,2.0,3.0,0.4,0.26679213457543904,4.790830045672463,4.120921584960381,-0.012645170098817049,False
P1_rbf,2.0,3.0,0.5,0.2589338313557729,4.806626409556318,4.135747579494365,-0.02050347331848318,False
P1_rbf,2.0,3.0,0.6,0.2467445250230961,4.826372217884531,4.151324886238902,-0.03269277965115999,False
P1_rbf,2.0,3.0,0.7,0.2275544552045258,4.850019232960647,4.167275095342138,-0.05188284946973029,False
