seed,fold,task,prior_type,expert_type,baseline_pearson,baseline_rmse,baseline_mae,fc_expert_pearson,sc_expert_pearson,expert_fused_pearson,final_pearson,final_rmse,final_mae,delta_final_vs_baseline,selected_mask_family_fc,selected_mask_size_fc,selected_lambda_fc_expert,selected_laplacian_ratio_fc,selected_mask_family_sc,selected_mask_size_sc,selected_lambda_sc_expert,selected_laplacian_ratio_sc,expert_w_FC,expert_w_SC,alpha_base_vs_expert,base_expert_prediction_corr,base_expert_error_corr,ridge_final_pearson,ridge_delta_vs_baseline,ridge_lambda_r,ridge_laplacian_ratio,max_recon_error
1616,0,FI,shuffled,ncr,0.3857570877363471,16.777471376121024,16.046488838380725,0.07003148329717472,0.2680695279679732,0.27315182854733966,0.38271021422078005,14.340828596046148,13.473943597942116,-0.003046873515567039,roi_incident,5,100.0,0.0,roi_incident,5,100.0,0.0,0.1,0.9,0.15,0.6845232460097004,0.9448408797035291,0.37621488043878226,-0.009542207297564831,100.0,0.0,20.933867145733977
1616,0,FI,random,ncr,0.3857570877363471,16.777471376121024,16.046488838380725,0.14117178045071954,0.09616547911122496,0.1678468825644745,0.3857570877363471,16.777471376121024,16.046488838380725,0.0,roi_incident,10,0.1,1.0,roi_incident,10,0.1,1.0,0.55,0.44999999999999996,0.0,0.508598898998371,0.915797061272771,0.3857570877363471,0.0,100.0,0.0,23.515504581696
1616,1,WM,matched,ncr,0.40838743300300023,112.09312481232324,111.59712677691418,0.2427827452981132,0.13363133855002376,0.272919761845576,0.34969474122252114,24.64006020881018,22.162385221874032,-0.05869269178047909,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,0.7,0.30000000000000004,0.8,0.6866221429845477,0.9382885024214733,0.3401739654708559,-0.06821346753214436,1000.0,0.0,24.73085302339156
1616,1,WM,cross_task,ncr,0.40838743300300023,112.09312481232324,111.59712677691418,0.24849655261028405,0.12453605049114501,0.26928496992162226,0.3275845274338227,19.81218786835918,16.77481059210168,-0.08080290556917752,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,0.75,0.25,0.85,0.7400293352848233,0.9468379908148585,0.32758452743382227,-0.08080290556917796,1000.0,0.0,18.64027723228027
1616,1,WM,shuffled,ncr,0.40838743300300023,112.09312481232324,111.59712677691418,0.19875201811102688,0.18954858666232588,0.26404329762948875,0.35788611971987966,29.816365476935818,27.81699103626132,-0.050501313283120575,roi_incident,10,100.0,0.0,roi_incident,10,100.0,0.0,0.3,0.7,0.75,0.49930760415304226,0.9122893090474615,0.3710279492161332,-0.03735948378686704,100.0,0.0,31.00557678674336
1616,1,WM,random,ncr,0.40838743300300023,112.09312481232324,111.59712677691418,0.19389572049404175,0.07892441306906647,0.21073076758440162,0.3694506207525147,62.499401377064466,61.57816020741239,-0.03893681225048551,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.8,0.19999999999999996,0.45,0.6885586424903878,0.9370227252740322,0.3622930599181358,-0.046094373084864415,1000.0,0.0,67.07714112336316
1616,1,FI,matched,ncr,0.40721830071420007,17.814729295439857,17.25385721179789,0.12745630879573583,0.14312613757611709,0.18488616088090265,0.40754866883023333,16.987998647686283,16.401977118913404,0.0003303681160332639,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.55,0.44999999999999996,0.05,0.5467467464081324,0.9131737939902668,0.40774344066288826,0.0005251399486881914,1000.0,0.0,21.17333539504914
1616,1,FI,cross_task,ncr,0.40721830071420007,17.814729295439857,17.25385721179789,0.17224851475726216,0.2246043691702957,0.26061377571336397,0.39839981037270783,12.085989613356533,11.250119351656116,-0.008818490341492236,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.4,0.6,0.35,0.5837315613004253,0.929271040771526,0.40056884004528337,-0.006649460668916696,1000.0,0.0,14.312895140573294
1616,1,FI,shuffled,ncr,0.40721830071420007,17.814729295439857,17.25385721179789,0.08281691298017158,0.23276979252022478,0.2429006860409721,0.3930547719960915,14.565668204343377,13.87406137703553,-0.014163528718108553,direct_topk,1200,100.0,0.0,direct_topk,1200,100.0,0.0,0.15,0.85,0.2,0.6386384953150099,0.9280575117770141,0.38735703121080967,-0.0198612695033904,100.0,0.0,19.234928329314545
1616,1,FI,random,ncr,0.40721830071420007,17.814729295439857,17.25385721179789,0.12368392691318311,0.22949985497609318,0.24413559589202985,0.442840340622718,13.652943008952214,12.952939338827422,0.03562203990851792,roi_incident,5,100.0,0.0,roi_incident,5,100.0,0.0,0.2,0.8,0.25,0.6410204621540638,0.940480614949475,0.44284034062271793,0.035622039908517866,100.0,0.0,16.909620461494534
1616,2,WM,matched,ncr,0.31542242076428967,109.84086504117681,109.28347880686121,0.1887071326311589,0.028552604010507174,0.1887071326311589,0.3316879859775482,87.73177110523189,87.04766007659678,0.01626556521325856,roi_incident,15,1.0,1.0,roi_incident,15,1.0,1.0,1.0,0.0,0.2,0.701531667466247,0.9371162543134277,0.3596596060998546,0.04423718533556492,1000.0,0.0,95.0134118722052
1616,2,WM,cross_task,ncr,0.31542242076428967,109.84086504117681,109.28347880686121,0.2039835891348289,0.01083828816671198,0.2039835891348289,0.3188078137003755,71.31391927550376,70.4633937304185,0.003385392936085807,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,1.0,0.0,0.35,0.6621947402070635,0.929194398748584,0.3131154771334985,-0.0023069436307911473,1000.0,0.0,77.91027445078805
1616,2,WM,shuffled,ncr,0.31542242076428967,109.84086504117681,109.28347880686121,0.17684716699461664,0.19323618018870115,0.2435203034267345,0.33969099895938165,43.93372034070435,42.56094134034216,0.024268578195091983,roi_incident,10,10.0,0.0,roi_incident,10,10.0,0.0,0.4,0.6,0.6,0.7453083473067212,0.948153316805442,0.3457268579618882,0.03030443719759851,10.0,0.0,51.673838352231826
1616,2,WM,random,ncr,0.31542242076428967,109.84086504117681,109.28347880686121,0.14363850825107471,0.16930703662273738,0.20959268332774605,0.33855458001963795,65.59284204338978,64.67908264410634,0.023132159255348284,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.35,0.65,0.4,0.6634297899724877,0.9336531805285094,0.33855458001963784,0.023132159255348173,1000.0,0.0,72.30796012015884
1616,2,FI,matched,ncr,0.26030387074518535,17.315245519119507,16.66873810345005,0.125455582490007,0.28264501657468216,0.2902534482615474,0.2689730654030637,13.266465038064789,12.43471212128317,0.008669194657878354,direct_topk,300,100.0,0.0,direct_topk,300,100.0,0.0,0.1,0.9,0.25,0.632419089370235,0.9258724567709835,0.2652619330078782,0.004958062262692853,100.0,0.0,21.75334939104782
1616,2,FI,cross_task,ncr,0.26030387074518535,17.315245519119507,16.66873810345005,0.1122285894508555,0.17374995750974853,0.19606709379542828,0.2627425568489046,16.48559164628359,15.81064672319398,0.002438686103719223,direct_topk,100,0.1,1.0,direct_topk,100,0.1,1.0,0.35,0.65,0.05,0.476870478619806,0.9053362914079539,0.26030387074518535,0.0,100.0,0.0,25.385182109512417
1616,2,FI,shuffled,ncr,0.26030387074518535,17.315245519119507,16.66873810345005,0.07772770147485553,0.3368988509989126,0.33921919659541544,0.2829042303480396,14.01900157270643,13.242301315348938,0.022600359602854225,roi_incident,10,100.0,0.0,roi_incident,10,100.0,0.0,0.05,0.95,0.2,0.7863654176952424,0.9518580111596024,0.285106813059021,0.024802942313835674,100.0,0.0,21.091214917827187
1616,2,FI,random,ncr,0.26030387074518535,17.315245519119507,16.66873810345005,0.1948050410005801,0.3208763622453936,0.35981254336970514,0.3051718866866536,10.07462487167051,9.102508520349279,0.044868015941468276,roi_incident,5,0.1,1.0,roi_incident,5,0.1,1.0,0.2,0.8,0.45,0.6925812754974864,0.9337231192214044,0.3058319000697534,0.045528029324568065,100.0,0.0,12.416732878710881
1616,3,WM,matched,ncr,0.28399102521724484,110.92280287545236,110.34215121047205,0.16969988583068082,-0.028769165941355257,0.16969988583068082,0.2861072809275671,105.42218011920266,104.81494684272621,0.002116255710322257,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,1.0,0.0,0.05,0.7128061074807291,0.9330595054449076,0.2896882887149257,0.005697263497680849,1000.0,0.0,114.41459645484355
1616,3,WM,cross_task,ncr,0.28399102521724484,110.92280287545236,110.34215121047205,0.13331849900905254,-0.03117977077228913,0.13331849900905254,0.28399102521724484,110.92280287545236,110.34215121047205,0.0,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,1.0,0.0,0.0,0.6688519600426279,0.9282162986144785,0.28399102521724484,0.0,1000.0,0.0,119.53208097586865
1616,3,WM,shuffled,ncr,0.28399102521724484,110.92280287545236,110.34215121047205,0.11658857862014309,0.09325081445890926,0.1468734273586421,0.2835928437021088,94.3931315862648,93.71706956475948,-0.0003981815151360424,direct_topk,100,0.001,0.0,direct_topk,100,0.001,0.0,0.3,0.7,0.15,0.5608746424986337,0.9152883296427738,0.2835928437021088,-0.0003981815151360424,0.001,0.0,108.0629420366381
1616,3,WM,random,ncr,0.28399102521724484,110.92280287545236,110.34215121047205,0.16484218884778656,0.09102263953978505,0.1775566945155724,0.2690454051943664,78.03833041717432,77.21890262291816,-0.014945620022878414,direct_topk,600,100.0,0.0,direct_topk,600,100.0,0.0,0.6,0.4,0.3,0.5433548746638448,0.8972545589985479,0.26904540519436687,-0.01494562002287797,100.0,0.0,86.2753516851559
1616,3,FI,matched,ncr,0.47710869514065835,17.827463948254593,17.318638875296777,0.13739126790502856,0.3731771144226448,0.380951188402439,0.3609787257314009,7.124884773933464,6.257098138764258,-0.11612996940925746,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.15,0.85,0.7,0.7372105362482863,0.9393938057540601,0.36097872573140083,-0.11612996940925752,1000.0,0.0,6.81215844957077
1616,3,FI,cross_task,ncr,0.47710869514065835,17.827463948254593,17.318638875296777,0.10596846484063177,0.20592295238845393,0.21979361222255767,0.46627883611861864,13.793251560646999,13.117442891285023,-0.0108298590220397,roi_incident,15,1.0,1.0,roi_incident,15,1.0,1.0,0.35,0.65,0.25,0.4976194760771143,0.9287536462058137,0.46989174220733143,-0.0072169529333269145,1000.0,0.0,17.222611270656355
1616,3,FI,shuffled,ncr,0.47710869514065835,17.827463948254593,17.318638875296777,0.042960919298605814,0.274262949605513,0.2760302941882504,0.46797298765428963,11.3465704892884,10.50933132546546,-0.009135707486368716,direct_topk,300,1000.0,0.0,direct_topk,300,1000.0,0.0,0.1,0.9,0.4,0.6495088124061394,0.9478587454797659,0.46797298765428963,-0.009135707486368716,1000.0,0.0,13.789054591869991
1616,3,FI,random,ncr,0.47710869514065835,17.827463948254593,17.318638875296777,0.18389913117077306,0.16997462460645923,0.2490966189982371,0.48573722176817224,12.120971794392139,11.355125186056418,0.0086285266275139,direct_topk,600,1000.0,0.0,direct_topk,600,1000.0,0.0,0.6,0.4,0.35,0.5592650311552739,0.9382255178028636,0.4857372217681724,0.008628526627514066,1000.0,0.0,14.844959422291424
1616,4,WM,matched,ncr,0.27935821230250846,111.75131039809804,111.19473793810178,0.2586740004155307,0.0882803249537652,0.2682120828740533,0.28577721250292387,78.68922675460603,77.95534510621385,0.0064190002004154145,direct_topk,300,1000.0,0.0,direct_topk,300,1000.0,0.0,0.8,0.19999999999999996,0.3,0.7376794263564974,0.9143213163452889,0.2888321907076695,0.009473978405161065,1000.0,0.0,84.2061452958542
1616,4,WM,cross_task,ncr,0.27935821230250846,111.75131039809804,111.19473793810178,0.2551065504211212,0.0896584797723824,0.2629744419919079,0.27708793342868276,84.30986169119079,83.61369135066626,-0.002270278873825693,direct_topk,600,1000.0,0.0,direct_topk,600,1000.0,0.0,0.75,0.25,0.25,0.7648449431187391,0.9248728959574568,0.27708793342868293,-0.0022702788738255264,1000.0,0.0,91.50073599800237
1616,4,WM,shuffled,ncr,0.27935821230250846,111.75131039809804,111.19473793810178,0.1509174493187203,0.1022159506919872,0.17943002733804994,0.27935821230250846,111.75131039809804,111.19473793810178,0.0,direct_topk,1200,100.0,0.0,direct_topk,1200,100.0,0.0,0.5,0.5,0.0,0.7018603058818904,0.9143008678426753,0.27935821230250846,0.0,100.0,0.0,121.07601803791233
1616,4,WM,random,ncr,0.27935821230250846,111.75131039809804,111.19473793810178,0.29311727798722664,0.02361771557113681,0.29311727798722664,0.24735338258702044,67.50191053346741,66.52454320496184,-0.032004829715488015,direct_topk,1200,100.0,0.0,direct_topk,1200,100.0,0.0,1.0,0.0,0.4,0.7018148978332629,0.8584397266972841,0.24735338258702105,-0.032004829715487404,100.0,0.0,78.16302961926647
1616,4,FI,matched,ncr,0.2330178109661576,17.747580540741154,17.110077121257703,0.12172892503905632,0.2659412151991133,0.2835768258599462,0.23185695221763158,13.049945625174738,12.198427466801737,-0.0011608587485260058,roi_incident,10,0.1,1.0,roi_incident,10,0.1,1.0,0.25,0.75,0.3,0.5322805784882769,0.8802141157532036,0.2283181696822691,-0.0046996412838885004,1000.0,0.0,15.96700692549196
1616,4,FI,cross_task,ncr,0.2330178109661576,17.747580540741154,17.110077121257703,0.08526822609691614,0.20132378675044635,0.21120977093457138,0.2321967831360361,16.964120161109374,16.30183127203244,-0.0008210278301215013,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.3,0.7,0.05,0.5654392760554842,0.9003462485302004,0.23219678313603606,-0.000821027830121529,1000.0,0.0,19.810069153921788
1616,4,FI,shuffled,ncr,0.2330178109661576,17.747580540741154,17.110077121257703,0.06452061972485507,0.317585025856039,0.317585025856039,0.22939483384453596,12.263254488311134,11.366406398090145,-0.003622977121621629,direct_topk,600,0.01,0.3,direct_topk,600,0.01,0.3,0.0,1.0,0.35,0.7333410073355546,0.9431562445442774,0.22644920825927548,-0.006568602706882115,100.0,0.0,17.94256999511064
1616,4,FI,random,ncr,0.2330178109661576,17.747580540741154,17.110077121257703,0.012155166782927884,0.1406542124813637,0.1406542124813637,0.2330178109661576,17.747580540741154,17.110077121257703,0.0,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,0.0,1.0,0.0,0.5055951318779085,0.898414449152384,0.2330178109661576,0.0,1000.0,0.0,21.66772455877456
