task,condition,seed,model,mean_pearson,mean_rmse,mean_mae,n_folds
working_memory,R2,0,equal_weight,0.2719153513028145,11.276684509003749,9.188655242413088,5
working_memory,R2,1,fc,0.2659107833524295,12.15157396348525,9.798228064330084,5
working_memory,R2,1,sc,0.12737921740403083,12.136407817169195,9.869711657689097,5
working_memory,R2,1,fp,0.2850769539245136,11.47284011801627,9.28576371126974,5
working_memory,R2,1,fused,0.254947715509606,11.316995848355859,9.268997761164261,5
working_memory,R2,1,equal_weight,0.26286116581014407,11.193878717431463,9.178843967906062,5
working_memory,R2,2,fc,0.29424756875123287,12.307399520808783,9.96320732335013,5
working_memory,R2,2,sc,0.1526215476431127,11.966425473301573,9.757997439399128,5
working_memory,R2,2,fp,0.3071511752637033,11.394198549755048,9.32068923958793,5
working_memory,R2,2,fused,0.3043579591344499,11.126930878137667,9.031049368531802,5
working_memory,R2,2,equal_weight,0.3002017355679252,11.021713727444162,9.007729697650767,5
working_memory,R2,3,fc,0.2596077683614047,12.354167307142125,10.14868157474323,5
working_memory,R2,3,sc,0.12821697770748955,12.095668314237844,9.846121181207772,5
working_memory,R2,3,fp,0.2948646772035285,11.45689145905807,9.395066908078418,5
working_memory,R2,3,fused,0.2987510546524904,11.00720772204725,8.92170128717314,5
working_memory,R2,3,equal_weight,0.2811175385201946,11.054976353101408,9.01304379358436,5
working_memory,R2,4,fc,0.22616473365673792,12.569071329981574,10.216317219650046,5
working_memory,R2,4,sc,0.11878365017151786,12.179381386690823,9.925331959849084,5
working_memory,R2,4,fp,0.23793275536178657,11.697879101337955,9.553062193401896,5
working_memory,R2,4,fused,0.24756742321510225,11.360075774713902,9.244160300855222,5
working_memory,R2,4,equal_weight,0.22716587552835707,11.305557090860098,9.24044020188891,5
working_memory,R2,5,fc,0.2241449585709764,12.760107355058619,10.270812077336036,5
working_memory,R2,5,sc,0.05664177150729708,12.590692734311466,10.182680268836402,5
working_memory,R2,5,fp,0.24444532668494623,12.086628128425165,9.694067005121004,5
working_memory,R2,5,fused,0.1956279721585703,11.753077680372034,9.490225816094707,5
working_memory,R2,5,equal_weight,0.20208912495999334,11.565256356824474,9.40733153138029,5
working_memory,R2,6,fc,0.2422784105615276,12.425919125925589,10.161169901294963,5
