task,seed,outer_fold,condition,model,pearson,rmse,mae,n_train,n_test
fluid_intelligence,4,3,R0,SC,0.22881761198847916,5.163108484111947,4.186189801745045,330,82
fluid_intelligence,4,3,R0,FP,0.40467963076742997,4.7208928846830345,3.8907395773421096,330,82
fluid_intelligence,4,3,R0,fused,0.27626281390731866,5.002067839759843,4.08832296013753,330,82
fluid_intelligence,4,3,R0,equal_weight,0.3922284511790209,4.713943163967225,3.997652150525202,330,82
fluid_intelligence,4,4,R0,FC,0.2480820769916618,5.2523220362326,4.260348393316554,330,82
fluid_intelligence,4,4,R0,SC,0.4112497236055918,4.599002155340099,3.831770092803664,330,82
fluid_intelligence,4,4,R0,FP,0.24177954871116403,4.996468425926636,4.17791391802003,330,82
fluid_intelligence,4,4,R0,fused,0.4704472750424523,4.4402896798316736,3.745854372260571,330,82
fluid_intelligence,4,4,R0,equal_weight,0.44084233330789424,4.507427995325505,3.790087212005977,330,82
fluid_intelligence,5,0,R0,FC,0.19960051648221844,5.436341682716191,4.394035285182336,329,83
fluid_intelligence,5,0,R0,SC,0.2823481248930599,4.818154102004828,3.8936412359698607,329,83
fluid_intelligence,5,0,R0,FP,0.26679538988169565,4.827713378197239,4.035046090707233,329,83
fluid_intelligence,5,0,R0,fused,0.3070212441445115,4.709858733046984,3.887361207065083,329,83
fluid_intelligence,5,0,R0,equal_weight,0.2970678520265933,4.7430500452504445,3.947833272142072,329,83
fluid_intelligence,5,1,R0,FC,0.16710230478967053,5.70106037628588,4.45170762570111,329,83
fluid_intelligence,5,1,R0,SC,0.3682717951689065,4.536518943816187,3.659853214886055,329,83
fluid_intelligence,5,1,R0,FP,0.1872319561233292,4.990694534376946,4.00872278671317,329,83
