task,seed,outer_fold,n_train,n_test,model_a_lambda_F,model_a_alpha_SC,model_a_w_fp,model_a_w_sc,model_a_fp_pearson,model_a_fp_rmse,model_a_fp_mae,model_a_sc_pearson,model_a_sc_rmse,model_a_sc_mae,model_a_fused_pearson,model_a_fused_rmse,model_a_fused_mae,model_b_rho,model_b_tau,model_b_lambda_F,model_b_alpha_SC,model_b_w_fp,model_b_w_sc,model_b_fp_pearson,model_b_fp_rmse,model_b_fp_mae,model_b_sc_pearson,model_b_sc_rmse,model_b_sc_mae,model_b_fused_pearson,model_b_fused_rmse,model_b_fused_mae,delta_fused_pearson,delta_fused_rmse,delta_fused_mae
working_memory,303,0,329,83,0.1,3000.0,0.5,0.5,0.3138806879682764,10.433677825239588,8.663258472585557,0.1208440998678767,11.024548960379628,9.169971170226688,0.30569897615629077,10.277983769992945,8.721725822094644,0.0,0.0,0.1,3000.0,0.5,0.5,0.3138806879682764,10.433677825239588,8.663258472585557,0.1208440998678767,11.024548960379628,9.169971170226688,0.30569897615629077,10.277983769992945,8.721725822094644,0.0,0.0,0.0
working_memory,303,1,329,83,0.01,3000.0,0.4,0.6,0.2504584214413239,13.375323925923915,10.725333533491712,0.0936329684407099,12.745246933409879,10.525681437395386,0.2220086818671656,12.3669994790669,10.011257784964263,0.0,0.0,0.1,3000.0,0.55,0.45,0.28132084152366105,12.350665783994815,9.987034024744474,0.0936329684407099,12.745246933409879,10.525681437395386,0.25216053978893743,12.166980570000728,9.898869795148599,0.03015185792177183,-0.2000189090661717,-0.11238798981566411
working_memory,303,2,330,82,0.1,3000.0,0.55,0.45,0.36616125730951166,10.143157949660793,8.232462016110928,0.10382674448282972,11.058111411020816,8.873125742896503,0.33764386531577173,10.064022273527804,8.117442571915534,0.25,0.0,1.0,3000.0,0.7,0.3,0.3366425278710712,10.07464168642693,8.123720575319394,0.10382674448282972,11.058111411020816,8.873125742896503,0.3143362423438477,10.16037333282685,8.143497306031097,-0.023307622971924014,0.09635105929904597,0.02605473411556325
working_memory,303,3,330,82,1.0,3000.0,0.65,0.35,0.4289007952254718,11.52663858424327,9.134320516835293,0.14620357050154256,12.422357951147237,9.84323760950298,0.39160881078921195,11.67650173304729,9.284794961736429,0.25,0.0,0.1,3000.0,0.55,0.45,0.47123881973396614,11.069445472112053,9.076794156607288,0.14620357050154256,12.422357951147237,9.84323760950298,0.4442609787569828,11.256168747501498,8.962541393388213,0.052652167967770835,-0.4203329855457927,-0.3222535683482164
working_memory,303,4,330,82,0.1,3000.0,1.0,0.0,0.21552949428487778,11.098072181164481,9.217357744445764,0.21717476783839934,10.659093198871386,8.413503639440156,0.21552949428487778,11.098072181164481,9.217357744445764,0.0,0.003,0.001,3000.0,1.0,0.0,0.1929113513323917,12.381349779731853,9.926407009247335,0.21717476783839934,10.659093198871386,8.413503639440156,0.1929113513323917,12.381349779731853,9.926407009247335,-0.02261814295248607,1.2832775985673717,0.7090492648015712
working_memory,404,0,329,83,0.1,3000.0,0.5,0.5,0.27091731461101265,11.664135634404374,9.60274227759073,0.06560185924186487,12.46554757097075,10.01289364023216,0.22645768427339774,11.552201960153184,9.629226527093683,0.0,0.0,0.1,3000.0,0.5,0.5,0.27091731461101265,11.664135634404374,9.60274227759073,0.06560185924186487,12.46554757097075,10.01289364023216,0.22645768427339774,11.552201960153184,9.629226527093683,0.0,0.0,0.0
working_memory,404,1,329,83,0.1,3000.0,0.75,0.25,0.16877500674367668,11.891144019879967,9.543149769591864,0.17576437930162647,11.24957331039489,8.892703846265071,0.18961231942914833,11.41137053130346,9.097698300378543,0.0,0.0,0.1,3000.0,0.75,0.25,0.16877500674367668,11.891144019879967,9.543149769591864,0.17576437930162647,11.24957331039489,8.892703846265071,0.18961231942914833,11.41137053130346,9.097698300378543,0.0,0.0,0.0
working_memory,404,2,330,82,0.1,3000.0,1.0,0.0,0.2871821095408863,11.323232272636403,9.030894892704493,0.18271288684708334,11.734101139905833,9.451580883910994,0.2871821095408863,11.323232272636403,9.030894892704493,0.0,0.0,0.1,3000.0,1.0,0.0,0.2871821095408863,11.323232272636403,9.030894892704493,0.18271288684708334,11.734101139905833,9.451580883910994,0.2871821095408863,11.323232272636403,9.030894892704493,0.0,0.0,0.0
working_memory,404,3,330,82,0.1,3000.0,0.65,0.35,0.3540429333825693,10.528157101945526,8.298586814239606,0.1594716366238043,10.802189236115426,8.653017574592688,0.36202057580301394,10.09027681582598,7.8162798306445715,0.0,0.0,0.1,3000.0,0.65,0.35,0.3540429333825693,10.528157101945526,8.298586814239606,0.1594716366238043,10.802189236115426,8.653017574592688,0.36202057580301394,10.09027681582598,7.8162798306445715,0.0,0.0,0.0
working_memory,404,4,330,82,1.0,3000.0,0.9,0.1,0.29753369115082906,11.514344115846876,9.84853038769413,0.20456708840515844,11.783824475711148,9.838377957116984,0.3051936490535799,11.4902713459047,9.8264406752266,0.0,0.0,0.1,3000.0,0.8,0.2,0.3809139055000631,10.97784299157684,9.421192761956576,0.20456708840515844,11.783824475711148,9.838377957116984,0.381197503682304,10.98119515520364,9.448240703118104,0.07600385462872411,-0.5090761907010606,-0.37819997210849543
fluid_intelligence,101,0,329,83,1.0,3000.0,0.35,0.65,0.3421407481021558,4.444695100950171,3.6867614639380553,0.33784676562052923,4.449610073674069,3.735528695409894,0.4047372659318188,4.320532809955704,3.655094158420189,0.0,0.0,0.1,3000.0,0.25,0.75,0.30830016863441867,4.638465941767569,3.9011689476929168,0.33784676562052923,4.449610073674069,3.735528695409894,0.40029728649166546,4.312980872899466,3.6303042433829695,-0.004439979440153341,-0.007551937056238245,-0.0247899150372195
fluid_intelligence,101,1,329,83,0.1,3000.0,0.45,0.55,0.1832660822893269,5.090340898507106,4.307015732234745,0.43245469443209156,4.307279185742216,3.7312270924452795,0.36631148119177825,4.459851916538379,3.9206257791248844,0.0,0.0,0.1,3000.0,0.45,0.55,0.1832660822893269,5.090340898507106,4.307015732234745,0.43245469443209156,4.307279185742216,3.7312270924452795,0.36631148119177825,4.459851916538379,3.9206257791248844,0.0,0.0,0.0
fluid_intelligence,101,2,330,82,0.1,3000.0,0.2,0.8,0.19537801008158448,5.374031327947972,4.5336982233070735,0.33506208973505225,4.929834169205717,4.1792365864554295,0.3671883409441512,4.867731894059726,4.164359468332647,0.0,0.0,0.1,3000.0,0.2,0.8,0.19537801008158448,5.374031327947972,4.5336982233070735,0.33506208973505225,4.929834169205717,4.1792365864554295,0.3671883409441512,4.867731894059726,4.164359468332647,0.0,0.0,0.0
fluid_intelligence,101,3,330,82,0.1,3000.0,0.25,0.75,0.15115213469277902,5.021799428715095,3.876391115270441,0.3216971063783236,4.380589199287102,3.688680812433163,0.31665070206848767,4.378001321114025,3.6263248622212365,0.0,0.1,0.01,0.001,0.25,0.75,0.0889675096045536,5.708600427160882,4.354392793962464,0.31380675626959414,4.5072213330837565,3.747800538991355,0.29715257362392605,4.495196741120653,3.7496474116170027,-0.019498128444561613,0.11719542000662742,0.12332254939576615
fluid_intelligence,101,4,330,82,0.1,3000.0,0.3,0.7,0.02583415748680365,5.596109586682027,4.721766658781086,0.16658570746721424,5.169695124623616,4.3340567511493395,0.16430211803764064,5.121073825786763,4.333760649735648,0.0,0.0,0.1,3000.0,0.3,0.7,0.02583415748680365,5.596109586682027,4.721766658781086,0.16658570746721424,5.169695124623616,4.3340567511493395,0.16430211803764064,5.121073825786763,4.333760649735648,0.0,0.0,0.0
fluid_intelligence,202,0,329,83,1.0,3000.0,0.15,0.85,0.23056361762821503,4.461907023241592,3.8140355951831983,0.3202026874132215,4.355173447289994,3.708362851565048,0.34078276334205265,4.3002157355648665,3.67194040608222,0.5,0.0,1.0,3000.0,0.15,0.85,0.2303575074101527,4.462293060119842,3.7978387724127605,0.3202026874132215,4.355173447289994,3.708362851565048,0.3409057245797711,4.299888791410229,3.673552575977971,0.00012296123771843304,-0.00032694415463740967,0.00161216989575097
fluid_intelligence,202,1,329,83,0.1,3000.0,0.35,0.65,0.14631909897093837,5.290485609638431,4.302937306336692,0.41136600617712743,4.619685875127576,3.8139739683742313,0.36087471208836297,4.719840198751829,3.8920238130786666,0.0,0.0,0.1,3000.0,0.35,0.65,0.14631909897093837,5.290485609638431,4.302937306336692,0.41136600617712743,4.619685875127576,3.8139739683742313,0.36087471208836297,4.719840198751829,3.8920238130786666,0.0,0.0,0.0
fluid_intelligence,202,2,330,82,1.0,3000.0,0.2,0.8,0.21429451289769452,4.4020923587150085,3.747403587967097,0.23785049058374544,4.463082517406877,3.655980277610281,0.25364861194395005,4.373460544731056,3.6396536011725917,0.0,0.0,0.1,3000.0,0.15,0.85,0.25591730073940644,4.561787459470459,3.8832819351516226,0.23785049058374544,4.463082517406877,3.655980277610281,0.26846442023926426,4.37003689121735,3.6270330397507227,0.014815808295314203,-0.003423653513705993,-0.01262056142186907
fluid_intelligence,202,3,330,82,100.0,3000.0,0.0,1.0,0.12264336482282188,5.380400556638917,4.562418362571594,0.4415330273013881,4.909630995302342,4.0416691512172624,0.4415330273013881,4.909630995302342,4.0416691512172624,0.0,0.0,0.1,3000.0,0.1,0.9,0.3590869096117487,5.11692196453169,4.279299055915626,0.4415330273013881,4.909630995302342,4.0416691512172624,0.4800159512979356,4.841061665349619,3.979231585785742,0.03848292399654751,-0.06856932995272302,-0.06243756543152035
fluid_intelligence,202,4,330,82,1.0,3000.0,0.4,0.6,0.18386355280253394,4.879617222353568,4.258627928936868,0.4165592931441225,4.509689020602644,3.824315068275119,0.4180381997749155,4.5449426439205505,3.9489914936114108,0.0,0.0,0.1,3000.0,0.25,0.75,0.20434139364310064,5.0801173458392315,4.347497728135028,0.4165592931441225,4.509689020602644,3.824315068275119,0.4220636660155592,4.504823129165099,3.9092953818662433,0.004025466240643705,-0.04011951475545139,-0.03969611174516752
fluid_intelligence,303,0,329,83,0.1,3000.0,0.25,0.75,0.21260379858277134,4.671975157967984,3.797380590508451,0.19966859259439165,4.633569814249129,3.8520032883167614,0.23137149753541406,4.502015143919629,3.7323000289115167,0.0,0.0,0.1,3000.0,0.25,0.75,0.21260379858277134,4.671975157967984,3.797380590508451,0.19966859259439165,4.633569814249129,3.8520032883167614,0.23137149753541406,4.502015143919629,3.7323000289115167,0.0,0.0,0.0
fluid_intelligence,303,1,329,83,1.0,3000.0,0.4,0.6,0.3348447678108738,5.1508444782660865,4.44629356887819,0.4579353662548522,4.8886367082290185,4.07268231584114,0.49785110474489175,4.911809640387368,4.184152903079338,0.0,0.0,0.1,3000.0,0.3,0.7,0.38113176892366374,5.063296776520813,4.298771243682377,0.4579353662548522,4.8886367082290185,4.07268231584114,0.5178995612109741,4.784218307323851,4.020339998448146,0.020048456466082387,-0.127591333063517,-0.16381290463119136
fluid_intelligence,303,2,330,82,1.0,1000.0,0.55,0.45,0.08772606518872622,4.72432665215495,3.9861283088007946,0.3580734904791165,4.357513041603256,3.88644229663528,0.28445441585767717,4.447686090342949,3.905170229660913,0.0,0.0,1.0,3000.0,0.5,0.5,0.08772606518872622,4.72432665215495,3.9861283088007946,0.3735226112609016,4.320369807682772,3.85901510714671,0.2992538838947878,4.429772629403103,3.885066797369008,0.01479946803711063,-0.01791346093984636,-0.020103432291905143
fluid_intelligence,303,3,330,82,0.1,1000.0,0.3,0.7,0.3748066347210156,4.569115962992445,3.799262540307677,0.40252962297184325,4.436939248164439,3.7218857041205116,0.48226304494474603,4.313130009663896,3.7007480536935424,0.0,0.0,0.1,3000.0,0.3,0.7,0.3748066347210156,4.569115962992445,3.799262540307677,0.418527743327326,4.3972193822009205,3.7294277404518428,0.4952811428801187,4.3076221608607925,3.714373721601099,0.013018097935372674,-0.005507848803103066,0.013625667907556593
fluid_intelligence,303,4,330,82,1.0,3000.0,0.1,0.9,0.38307223768508614,4.81025233966348,3.9380961180934055,0.4279339101402196,4.634794578440855,3.7075682905362624,0.44556614957804297,4.613260095613113,3.7111917975883473,0.0,0.0,0.1,3000.0,0.05,0.95,0.351788052204842,4.813835141615407,3.790268090047302,0.4279339101402196,4.634794578440855,3.7075682905362624,0.4451960315978052,4.60309668887169,3.6925948590955957,-0.000370117980237783,-0.010163406741423131,-0.01859693849275157
fluid_intelligence,404,0,329,83,0.1,0.001,0.4,0.6,0.22755924714292003,5.152784791093529,4.26831697761361,0.29259998247675645,4.998180788980156,4.050367779563574,0.3410263724343986,4.785052068403557,3.963749702397326,0.0,0.0,0.1,1000.0,0.35,0.65,0.22755924714292003,5.152784791093529,4.26831697761361,0.302920294463692,4.901768114280821,3.9817207255728415,0.34647884294863535,4.765544836479347,3.967566809426283,0.005452470514236751,-0.019507231924209556,0.0038171070289569897
fluid_intelligence,404,1,329,83,1.0,3000.0,0.4,0.6,0.22688913035395927,4.720884498665409,4.153005096042301,0.5577390068561252,4.100189535722134,3.519108736956009,0.5387671176808573,4.26217760143844,3.753755783875373,0.0,0.0,0.1,3000.0,0.25,0.75,0.25717000786371425,4.92920826953187,4.1073246688828675,0.5577390068561252,4.100189535722134,3.519108736956009,0.5534294056888834,4.138040790878877,3.600174702687116,0.014662288008026159,-0.1241368105595626,-0.15358108118825697
fluid_intelligence,404,2,330,82,1.0,3000.0,0.55,0.45,0.22003654158828706,4.473363782471716,3.643764025077434,0.3047602871746578,4.395818772022907,3.639387849080469,0.35320429824318433,4.314108457571496,3.534581867697126,0.25,0.0,1.0,3000.0,0.55,0.45,0.2187855216520212,4.475509422773532,3.645564935586692,0.3047602871746578,4.395818772022907,3.639387849080469,0.35070538698516757,4.3157519806181455,3.538017646920083,-0.002498911258016767,0.0016435230466491646,0.003435779222956903
fluid_intelligence,404,3,330,82,0.1,0.001,0.4,0.6,0.282974883951126,4.746475572445382,3.8760725671146536,0.37526046150225256,4.442888611576046,3.7945717777571355,0.41836658235599783,4.312538118806009,3.696725786737063,0.0,0.0,0.01,3000.0,0.2,0.8,0.20454479517904145,5.495452545809729,4.493677474431231,0.3813220707627797,4.38882061976634,3.8122972600944562,0.39266978005626074,4.368603751097985,3.7629731481959974,-0.025696802299737087,0.056065632291976364,0.0662473614589345
fluid_intelligence,404,4,330,82,1.0,3000.0,0.45,0.55,0.2448037328539271,5.05399553682598,4.216341679122729,0.417449942796453,4.702537645309819,3.869257041771531,0.4410184984747002,4.757777675877038,3.954976616035898,0.0,0.0,1.0,3000.0,0.45,0.55,0.2448037328539271,5.05399553682598,4.216341679122729,0.417449942796453,4.702537645309819,3.869257041771531,0.4410184984747002,4.757777675877038,3.954976616035898,0.0,0.0,0.0
